"id_encuestado","pais","region","zona","edad","generacion","sexo_biologico","ingreso_anual","importante_trabajo","ocurrio_trabajo","expectativa_trabajo","sentimiento_si_no_trabajo","importante_vivienda_propia","ocurrio_vivienda_propia","expectativa_vivienda_propia","sentimiento_si_no_vivienda_propia","importante_vida_independiente","ocurrio_vida_independiente","expectativa_vida_independiente","sentimiento_si_no_vida_independiente","importante_ser_padre","ocurrio_ser_padre","expectativa_ser_padre","sentimiento_si_no_ser_padre","importante_casarse","ocurrio_casarse","expectativa_casarse","sentimiento_si_no_casarse","importante_mascota","ocurrio_mascota","expectativa_mascota","sentimiento_si_no_mascota","idx_aspiracion_global","idx_expectativa_global","idx_satisfaccion_vida","D1_seguridad_economica","D2_vivienda_independencia","D3_familia_tradicional","D4_presion_social","D5_bienestar_emocional","D6_apertura_alternativas","D7_confianza_futuro","D8_estabilidad_laboral","D9_preocupacion_financiera","D10_apoyo_red_familiar","D11_expectativa_matrimonio","D12_optimismo_personal","D13_control_sobre_futuro","D14_autonomia_estilo_vida"
6313,"Suecia","Europa",1,62,"Baby Boomer",1,60726,"Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","Sí","No","Cierto","Feliz","Sí","Sí","","",66.67,100,3,5.29,4.68,4.24,2.42,5.28,5.1,5.12,5.58,3.93,4.83,4.33,5.18,3.67,4.68
6316,"India","Asia",1,34,"Millennial",2,2398,"No","No","Improbable","Triste","No","No","Incierto","Triste","No","No","Incierto","Feliz","No","No","Improbable","Triste","Sí","No","Probable","Feliz","No","No","Improbable","Feliz",16.67,100,2,4.04,2.56,2.95,4.45,3.5,4.28,2.4,3.6,4.85,3.26,4.47,3.5,3.25,3.72
6323,"India","Asia",1,29,"Gen Z",2,3316,"Sí","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral","Sí","No","Incierto","Triste","No","No","Improbable","Neutral",33.33,0,1.5,4.36,3.93,4.5,3.69,3.95,3.42,2.59,3.18,4.49,3.61,3.26,3.58,2.99,4.36
6331,"India","Asia",2,32,"Millennial",1,3440,"No","No","Incierto","Triste","No","No","Incierto","Triste","Sí","No","Incierto","Triste","Sí","No","Probable","Feliz","Sí","No","Improbable","Neutral","No","No","Probable","Neutral",50,33.33,1.67,3.73,2.49,6.29,3.39,4.07,3.14,4.51,3.67,5.4,6.16,3.67,4.85,4.02,2.38
6340,"Suecia","Europa",2,31,"Millennial",1,114914,"Sí","Sí","","","No","Sí","","","No","No","Probable","Triste","No","No","Cierto","Triste","No","No","Improbable","Neutral","No","No","Probable","Feliz",16.67,NA,1.75,3.75,4.66,4.45,3.62,5.35,3.03,4.67,3.39,3.8,4.89,3.5,3.71,4,4.14
6341,"Suecia","Europa",1,67,"Baby Boomer",2,33010,"Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","",50,NA,NA,6.25,5.87,4.38,2.81,3,4.34,4.36,5.43,3.39,3.61,4.44,3.58,4.34,4.11
6345,"Suecia","Europa",1,47,"Gen X",2,36777,"Sí","No","Cierto","Triste","Sí","No","Probable","Neutral","No","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","No","Probable","Feliz",33.33,100,2,3.8,4.68,3.37,4.51,4.91,5.14,3.93,3.66,3.18,2.8,3.41,5.23,4.1,4.87
6362,"India","Asia",2,43,"Millennial",1,5367,"No","Sí","","","Sí","No","Improbable","Neutral","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","","No","No","Incierto","Triste",16.67,0,2,4.35,2.79,3.43,3.3,3.33,3.76,3.09,4,3.94,4.7,3.93,4.52,4.33,4.8
6369,"India","Asia",1,44,"Millennial",2,2813,"Sí","No","Incierto","Neutral","No","No","Cierto","Triste","No","No","Incierto","Triste","No","No","Probable","Neutral","Sí","No","Improbable","Feliz","No","No","Probable","Neutral",33.33,0,1.83,3.65,2.46,2.48,4.55,4.86,4.05,3.37,2.34,5.32,3.45,4.13,3.55,4.08,3.15
6371,"India","Asia",1,55,"Gen X",2,1788,"No","No","Probable","Neutral","Sí","No","Cierto","Neutral","No","No","Improbable","Feliz","No","No","Incierto","Feliz","No","Sí","","","No","Sí","","",16.67,100,2.5,3.75,2.69,3.8,4.03,4.25,5.15,3.08,3.46,6.1,3.42,3.54,4.57,4.34,4.75
6374,"Suecia","Europa",1,56,"Gen X",2,79444,"Sí","Sí","","","Sí","No","Probable","Neutral","Sí","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","",66.67,100,2,4.46,3.43,3.77,3.3,4.44,4.61,5.66,3.38,4.42,3.53,2.21,5.18,4.32,4.65
6375,"Suecia","Europa",1,21,"Gen Z",2,30781,"Sí","No","Incierto","Triste","No","No","Probable","Neutral","No","No","Incierto","Triste","Sí","No","Improbable","Feliz","Sí","Sí","","","No","Sí","","",50,0,1.75,3.04,2.82,3.19,4.41,3.11,3.99,2.96,2.68,5.81,4.8,5.25,2.56,3.97,4.16
6383,"India","Asia",1,62,"Baby Boomer",2,3965,"No","No","Improbable","Triste","No","Sí","","","Sí","No","Probable","Neutral","Sí","No","Probable","Neutral","No","No","Incierto","Triste","No","Sí","","",33.33,100,1.5,3.26,4.6,4.97,2.8,3.72,1.94,4.68,4.62,4.06,5.04,4.05,4.51,3.67,4.2
6391,"India","Asia",2,52,"Gen X",2,3245,"No","Sí","","","Sí","No","Incierto","Neutral","No","No","Improbable","Triste","No","No","Probable","Neutral","No","No","Probable","Triste","No","Sí","","",16.67,0,1.5,3.21,1.68,4.64,4.71,3.56,4.83,3.43,2.81,5.58,4.24,3.83,3.34,4,4.37
6406,"Suecia","Europa",1,29,"Gen Z",2,41357,"Sí","Sí","","","Sí","No","Probable","Triste","No","Sí","","","Sí","No","Cierto","Triste","Sí","No","Improbable","Feliz","No","Sí","","",66.67,66.67,1.67,4.65,3.27,2.78,4.37,3.88,6.14,1.73,3.94,3.43,3.38,2.59,2.24,4.4,4.38
6410,"India","Asia",1,41,"Millennial",2,2785,"No","No","Cierto","Feliz","Sí","No","Improbable","Feliz","No","Sí","","","No","No","Improbable","Feliz","No","No","Incierto","Neutral","No","No","Incierto","Neutral",16.67,0,2.6,5.01,3.84,4.37,4.98,3.49,4.08,4.63,4.04,4.11,4.61,4,3.85,2.93,3.67
6411,"India","Asia",2,43,"Millennial",1,4843,"No","No","Probable","Neutral","Sí","No","Incierto","Feliz","No","Sí","","","Sí","No","Incierto","Feliz","No","No","Incierto","Feliz","No","No","Probable","Feliz",33.33,0,2.8,3.13,2.76,4.08,4.76,4.62,3.68,2.89,3.87,3.63,4.83,3.91,3.2,3.71,4.76
6412,"Suecia","Europa",1,72,"Baby Boomer",2,49858,"Sí","Sí","","","Sí","Sí","","","Sí","No","Cierto","Feliz","Sí","No","Probable","Feliz","No","No","Probable","Neutral","Sí","Sí","","",83.33,100,2.67,4.46,5.35,2.49,3.1,4.24,4.44,5.39,5.55,3.62,3.78,3.38,4.44,5.49,5.04
6418,"India","Asia",2,54,"Gen X",1,4163,"No","No","Cierto","Triste","No","Sí","","","No","No","Improbable","Triste","No","No","Improbable","Triste","No","No","Cierto","Feliz","No","Sí","","",0,NA,1.5,3.74,5.44,4.94,3.83,4.08,4.14,3.5,5.99,3.78,4.41,3.17,5.93,6.06,5.31
6419,"India","Asia",1,45,"Millennial",1,4983,"Sí","No","Incierto","Neutral","No","No","Probable","Neutral","No","No","Probable","Triste","Sí","No","Incierto","Neutral","No","Sí","","","No","No","Probable","Neutral",33.33,0,1.8,3.37,3.09,5,4.02,3.49,2.99,3.69,3.72,5.1,5.04,5.89,4.42,3.12,4.46
6422,"Suecia","Europa",1,36,"Millennial",2,59997,"No","Sí","","","Sí","No","Cierto","Triste","Sí","No","Probable","Triste","Sí","No","Incierto","Neutral","No","No","Probable","Feliz","Sí","Sí","","",-21.681,66.67,3.725,3.49,4.43,3.97,3.23,4.15,2.88,4.25,4.36,4.06,4.37,3.21,4.21,3.96,5.16
6432,"India","Asia",2,47,"Gen X",2,1447,"Sí","No","Incierto","Triste","Sí","Sí","","","No","No","Probable","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Neutral",33.33,0,1.8,4.29,3.62,3.67,3.9,2.73,3.6,3.13,4.29,3.95,3.29,4.07,3.83,3.17,4.17
6442,"Suecia","Europa",2,62,"Baby Boomer",2,41419,"Sí","No","Probable","Neutral","No","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","Sí","","","No","Sí","","",16.67,100,2,6.06,3.86,3.77,2.67,4.9,4.04,6.21,4.53,4.28,3.74,4.22,5.34,4.7,5.44
6446,"India","Asia",1,52,"Gen X",1,NA,"No","No","Incierto","Feliz","No","No","Improbable","Neutral","No","No","Probable","Feliz","No","No","Incierto","Feliz","No","No","Cierto","Feliz","No","Sí","","",0,NA,2.8,3.64,2.97,3.82,5.02,4.5,3.87,3.27,3.95,4.41,3.78,3.15,2.73,3.74,4.48
6464,"India","Asia",1,22,"Gen Z",2,2841,"No","No","Incierto","Triste","Sí","No","Improbable","Triste","No","Sí","","","Sí","No","Probable","Neutral","No","No","Probable","Triste","No","No","Incierto","Feliz",33.33,50,1.6,3.97,2.18,2.9,3.87,2.85,5.43,2.74,2.71,3.82,3.78,2.86,4.07,2,3.76
6467,"Suecia","Europa",2,73,"Baby Boomer",1,69658,"Sí","No","Probable","Feliz","Sí","No","Probable","Feliz","No","No","Probable","Neutral","No","No","Probable","Feliz","No","No","Cierto","Feliz","No","No","Probable","Neutral",33.33,100,2.67,5.73,5.71,2.72,2.25,6.06,3.84,5.51,4.84,3.95,2.02,4.48,5.04,5.96,4.57
6471,"India","Asia",1,69,"Baby Boomer",2,5587,"Sí","Sí","","","Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","No","Probable","Triste","No","No","Probable","Neutral",50,NA,1.5,3.5,4.49,4.17,3.63,4.31,3.76,3.38,2.79,4.81,4.31,4.82,3.39,4.58,3.55
6478,"Suecia","Europa",1,53,"Gen X",1,150737,"Sí","Sí","","","No","No","Probable","Triste","No","No","Cierto","Neutral","No","Sí","","","Sí","No","Probable","Triste","Sí","Sí","","",50,100,1.33,4.68,4.91,3.37,3.57,4.2,3.66,4.22,6.31,2.36,3.77,4.18,5.18,3.92,4.55
6479,"India","Asia",1,57,"Gen X",2,1981,"Sí","No","Improbable","Neutral","No","No","Probable","Neutral","Sí","Sí","","","Sí","No","Cierto","Neutral","No","Sí","","","No","Sí","","",50,50,2,3.56,2.89,4.5,4.97,2.7,4.71,1.92,3.25,5.73,5.77,4.67,2.31,3.31,2.35
6487,"Suecia","Europa",1,38,"Millennial",2,59030,"No","No","Probable","Triste","Sí","No","Probable","Neutral","No","No","Probable","Triste","No","No","Cierto","Triste","No","No","Cierto","Neutral","No","No","Probable","Neutral",16.67,100,1.5,4.21,4.84,2.85,3.38,4.93,4.8,5.67,5.71,3.95,4.13,2.55,5.04,4.27,4.47
6496,"India","Asia",1,43,"Millennial",1,3815,"Sí","Sí","","","No","No","Improbable","Feliz","No","Sí","","","No","Sí","","","No","No","Improbable","Neutral","No","Sí","","",16.67,NA,2.5,3.11,3.35,4.57,3.9,3.27,5.23,2.81,3.36,4.66,3.97,3.89,2.15,3.07,3.78
6497,"Suecia","Europa",1,41,"Millennial",1,37287,"Sí","No","Probable","Neutral","Sí","No","Incierto","Feliz","No","Sí","","","Sí","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Incierto","Feliz",50,33.33,2.2,5.13,4.6,4.6,3.93,3.78,4.39,2.94,5.95,2.6,3.8,4.24,3.79,3.42,4.88
6499,"India","Asia",2,36,"Millennial",2,2554,"No","No","Probable","Neutral","No","No","Incierto","Feliz","No","No","Incierto","Feliz","No","No","Incierto","Triste","Sí","No","Probable","Neutral","No","No","Probable","Triste",16.67,100,2,3.53,2.62,3.4,3.64,4,4.94,2.8,3.68,3.54,2.67,4.09,1.99,3.17,3.64
6501,"Suecia","Europa",2,40,"Millennial",1,42145,"No","No","Probable","Triste","Sí","No","Probable","Triste","No","Sí","","","No","No","Probable","Neutral","No","No","Probable","Triste","No","Sí","","",16.67,100,1.25,3.65,3.62,4.37,3.62,4.95,4.24,4,5.47,4.47,3.67,2.77,4.54,2.2,3.56
6508,"Suecia","Europa",1,38,"Millennial",2,54823,"Sí","No","Cierto","Neutral","Sí","No","Cierto","Neutral","Sí","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Probable","Feliz","Sí","Sí","","",66.67,100,2.2,4.03,3.96,3.34,4.2,2.45,5.45,3.75,3.65,4.2,3.73,2.72,4.85,3.68,4.83
6514,"India","Asia",2,42,"Millennial",2,2816,"Sí","Sí","","","Sí","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral","No","Sí","","",33.33,0,1.75,3.26,3.19,4.06,4.27,2.81,4.09,2.04,2.87,6.03,3.67,4.55,2.86,3.16,3.34
6525,"Suecia","Europa",2,21,"Gen Z",2,65516,"Sí","Sí","","","Sí","No","Improbable","Triste","Sí","No","Improbable","Feliz","Sí","Sí","","","Sí","No","Cierto","Neutral","No","No","Incierto","Triste",83.33,33.33,1.75,5.2,4.71,3.8,3.74,3.72,5.37,2.89,6.55,3.33,3.55,4.18,3.05,3.44,3.24
6536,"India","Asia",1,28,"Gen Z",1,2771,"No","No","Probable","Feliz","Sí","No","Probable","Triste","No","No","Incierto","Triste","No","No","Incierto","Neutral","Sí","No","Incierto","Triste","No","No","Improbable","Feliz",33.33,50,1.83,3.35,2.8,4.05,4.43,3.21,3.95,1.17,3.14,5.52,4.86,4.31,1.89,1.79,2.7
6541,"Suecia","Europa",1,38,"Millennial",2,32229,"Sí","No","Probable","Neutral","No","Sí","","","No","No","Probable","Triste","No","No","Cierto","Feliz","No","No","Improbable","Neutral","Sí","No","Cierto","Neutral",33.33,100,2,4.75,4.82,2.49,3.12,5.29,4.05,4.68,4.78,3.01,3.29,2.39,4.81,4.67,4.84
6549,"India","Asia",2,64,"Baby Boomer",1,3346,"No","No","Cierto","Neutral","Sí","Sí","","","No","Sí","","","No","No","Cierto","Triste","Sí","No","Cierto","Feliz","No","No","Incierto","Feliz",33.33,100,2.25,3.12,3.07,3.23,4.66,3.51,5.12,3.93,4.37,5.23,3.85,4.86,4.52,3.54,2.59
6550,"India","Asia",1,70,"Baby Boomer",2,3913,"Sí","Sí","","","Sí","No","Probable","Neutral","No","No","Cierto","Feliz","Sí","No","Probable","Feliz","No","No","Cierto","Triste","No","Sí","","",50,100,2.25,3.46,3.67,4.77,4.83,4.49,1.79,3.84,2.81,4.51,4.19,4.42,3.77,4.27,2.95
6553,"India","Asia",1,63,"Baby Boomer",2,4728,"No","Sí","","","No","Sí","","","No","No","Probable","Triste","No","Sí","","","No","No","Improbable","Neutral","No","No","Probable","Triste",0,NA,1.33,4.36,4.18,4.53,4.87,5.29,4.18,5.17,3.9,5.12,4.87,3.89,4.17,4.23,4.76
6555,"Suecia","Europa",1,24,"Gen Z",2,34682,"Sí","No","Improbable","Feliz","No","No","Improbable","Feliz","No","No","Incierto","Neutral","No","No","Improbable","Triste","Sí","Sí","","","Sí","Sí","","",50,0,2.25,4.78,4.25,3.94,4.38,3.27,4.64,3.45,4.63,3.84,3.05,3.17,2.97,3.36,5.47
6560,"India","Asia",1,68,"Baby Boomer",2,2576,"No","No","Incierto","Neutral","No","No","Cierto","Neutral","No","No","Probable","Triste","No","No","Probable","Triste","No","No","Improbable","Neutral","No","No","Cierto","Triste",0,NA,1.5,2.92,2.37,3.67,3.85,3.34,4.47,2.04,3.21,5.31,3.37,4.79,3.64,3.7,4.1
6576,"India","Asia",2,38,"Millennial",1,5314,"Sí","No","Incierto","Feliz","No","No","Cierto","Neutral","No","No","Probable","Triste","Sí","No","Incierto","Triste","No","No","Incierto","Feliz","No","No","Incierto","Neutral",33.33,0,2,5,3.44,3.88,4.32,3.43,3.33,2.61,4.09,5.23,4.89,5.11,2.29,2.75,4.24
6580,"Suecia","Europa",1,46,"Millennial",1,55579,"No","Sí","","","No","No","Probable","Triste","No","No","Cierto","Triste","Sí","Sí","","","No","No","Improbable","Triste","No","Sí","","",16.67,NA,1,4.83,5.05,3.32,3.31,4.04,5.47,4.35,5.77,4.15,4.31,2.97,3.03,4.15,4.41
6581,"India","Asia",1,29,"Gen Z",1,2583,"No","No","Incierto","Feliz","Sí","No","Improbable","Triste","No","Sí","","","Sí","No","Probable","Neutral","Sí","No","Improbable","Triste","No","No","Incierto","Triste",50,33.33,1.6,3.93,2.18,3.44,4.32,4.15,4.41,1.95,3.57,4.25,3.77,3.02,2.02,2.74,2.11
6583,"Suecia","Europa",1,49,"Gen X",1,57585,"No","No","Cierto","Neutral","No","No","Cierto","Neutral","No","Sí","","","Sí","Sí","","","No","No","Cierto","Feliz","Sí","Sí","","",33.33,NA,2.33,4.86,4.71,4.62,3.06,4.68,4.23,5.74,5.05,3.61,4.16,2.94,5,4.02,4.16
6608,"India","Asia",2,74,"Baby Boomer",2,3138,"Sí","No","Probable","Triste","No","No","Probable","Triste","No","Sí","","","Sí","Sí","","","No","No","Probable","Triste","No","Sí","","",33.33,100,1,4.2,4.53,4.66,4.95,4.32,3,3.61,5.06,4.32,3.64,3.56,3.58,3.13,3.39
6622,"India","Asia",2,24,"Gen Z",1,2929,"Sí","No","Incierto","Triste","Sí","No","Improbable","Triste","No","Sí","","","No","No","Incierto","Triste","Sí","No","Incierto","Neutral","Sí","No","Incierto","Triste",66.67,0,1.2,3.22,2.47,4.12,4.13,3.17,3,2.61,3.87,3.85,5.3,3.53,2.8,3.52,2.71
6626,"Suecia","Europa",1,69,"Baby Boomer",1,74747,"No","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","","No","Sí","","",16.67,NA,NA,4.95,4.96,3.47,2.93,5.52,4.52,5.93,5.32,3.12,3.98,5.03,5.86,5.42,3.88
6635,"Suecia","Europa",1,53,"Gen X",2,76299,"Sí","No","Cierto","Triste","No","No","Cierto","Feliz","Sí","Sí","","","No","Sí","","","No","Sí","","","No","No","Improbable","Neutral",33.33,100,2,3.43,3.51,4.52,4.66,3.65,5.17,4.1,4.78,3.95,3.81,4.57,4.32,4.02,4.59
6641,"Suecia","Europa",1,20,"Gen Z",2,33522,"Sí","Sí","","","Sí","No","Incierto","Triste","No","No","Probable","Neutral","No","No","Incierto","Feliz","Sí","No","Probable","Triste","No","Sí","","",50,50,1.75,4.56,4.16,3.02,3.63,4.64,5.69,2.13,4.32,4.69,1.56,2.92,3.01,4.64,4.34
6658,"India","Asia",1,49,"Gen X",2,2599,"No","No","Incierto","Neutral","No","No","Probable","Neutral","Sí","Sí","","","No","No","Improbable","Neutral","No","No","Probable","Triste","No","No","Cierto","Feliz",16.67,NA,2,4.21,3.42,4.33,4.54,4.07,3.47,3.46,4.86,4.41,5.13,5.03,3.53,2.99,3.32
6662,"Suecia","Europa",1,37,"Millennial",2,38310,"No","Sí","","","No","Sí","","","Sí","No","Incierto","Triste","Sí","No","Probable","Triste","No","Sí","","","Sí","No","Probable","Feliz",50,66.67,1.67,4.72,4.98,3.53,3.87,3.41,3.66,3.55,5.04,2.92,4.01,4.73,3.13,3.73,4.04
6669,"Suecia","Europa",1,36,"Millennial",1,57594,"Sí","No","Incierto","Feliz","No","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Probable","Feliz","No","No","Probable","Feliz",16.67,0,2.33,4.6,4.69,3.06,3.51,3.94,4.89,4.88,5.1,3.47,5.02,2.12,3.71,2.55,3.53
6685,"Suecia","Europa",1,62,"Baby Boomer",1,45569,"Sí","No","Probable","Neutral","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","","No","Sí","","","Sí","No","Cierto","Feliz",33.33,100,2.67,4.1,3.72,3.16,3,4.48,4.93,5.78,4.4,3.92,3.92,2.99,6.14,4.99,5.31
6686,"Suecia","Europa",1,67,"Baby Boomer",2,52957,"Sí","Sí","","","Sí","No","Cierto","Feliz","No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","Sí","Sí","","",66.67,100,2.5,3.62,3.94,2.83,2.62,4.71,4.7,5.35,5.45,3.54,3.96,2.39,4.87,5.94,5
6705,"India","Asia",2,41,"Millennial",1,3478,"No","Sí","","","No","No","Incierto","Triste","No","Sí","","","No","No","Incierto","Triste","No","No","Cierto","Triste","No","Sí","","",0,NA,1,3.58,2.69,4.6,5.39,2.34,2.32,1.69,4.14,4.29,4.52,4.09,2.05,2.53,2.21
6708,"Suecia","Europa",1,22,"Gen Z",2,37898,"Sí","No","Improbable","Triste","Sí","No","Probable","Triste","No","No","Probable","Neutral","Sí","No","Incierto","Feliz","No","No","Probable","Triste","No","No","Incierto","Feliz",50,33.33,1.83,5.5,5.36,3.55,2.1,4.49,5.03,3.31,5.72,3.25,3.02,2.41,2.89,3.99,5.05
6709,"Suecia","Europa",1,42,"Millennial",2,51230,"Sí","Sí","","","No","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Probable","Feliz","No","Sí","","",33.33,100,2.33,5.13,4.91,3.54,3.76,3.85,4,4.88,5.47,3.35,2.64,2.94,5,4.42,5.12
6714,"India","Asia",1,29,"Gen Z",2,3533,"Sí","No","Incierto","Triste","No","No","Improbable","Triste","No","No","Incierto","Triste","No","No","Probable","Triste","Sí","No","Incierto","Triste","No","Sí","","",33.33,0,1,3.45,2.94,2.89,4.09,3.41,3.91,2.52,3.01,5.22,4.04,3.56,2.3,3.5,3.47
6721,"Suecia","Europa",1,33,"Millennial",1,32363,"Sí","No","Cierto","Triste","No","Sí","","","No","No","Probable","Feliz","No","Sí","","","Sí","No","Probable","Neutral","Sí","No","Incierto","Triste",50,66.67,1.75,4.74,4.34,3.6,3.26,3.55,4.65,4.39,5.78,2.93,3.4,3.73,4.22,4.69,5.55
6725,"India","Asia",2,71,"Baby Boomer",2,5215,"Sí","Sí","","","Sí","No","Probable","Feliz","No","Sí","","","No","Sí","","","No","No","Incierto","Triste","No","Sí","","",33.33,100,2,3.78,4.81,3.84,3.41,3.6,4.84,3.61,3.31,5.02,1.47,3.09,3.42,4.14,4.11
6736,"India","Asia",2,39,"Millennial",2,2389,"No","No","Improbable","Triste","No","No","Incierto","Neutral","Sí","No","Incierto","Feliz","No","No","Improbable","Neutral","No","No","Probable","Feliz","No","No","Improbable","Neutral",16.67,0,2.17,2.77,3.25,2.35,4.53,3.42,4.22,3.65,2.92,4.89,4.79,3.07,2.68,3.51,4.71
6741,"Suecia","Europa",1,73,"Baby Boomer",2,87863,"Sí","No","Probable","Neutral","No","No","Probable","Triste","No","No","Probable","Feliz","Sí","Sí","","","No","Sí","","","Sí","Sí","","",50,100,2,4.39,5.38,2.56,2.73,5.09,4.86,5.24,4.28,2.97,2.53,3.25,5.53,5.35,5.63
6748,"Suecia","Europa",1,31,"Millennial",1,92821,"Sí","Sí","","","Sí","Sí","","","No","No","Cierto","Neutral","No","No","Cierto","Neutral","Sí","No","Probable","Neutral","No","No","Probable","Feliz",50,100,2.25,4.06,3.47,3.88,4.04,4.62,4.72,4.91,3.26,4.74,4.21,4.16,2.58,2.86,5.07
6782,"India","Asia",1,72,"Baby Boomer",2,4298,"No","Sí","","","Sí","Sí","","","No","Sí","","","Sí","No","Probable","Triste","No","Sí","","","No","Sí","","",33.33,100,1,3.28,4.35,4.3,3.54,3.83,3.73,4.42,4.53,4.23,4.05,3.18,3.39,3.99,4.49
6783,"India","Asia",1,47,"Gen X",2,2923,"No","No","Improbable","Feliz","No","No","Incierto","Triste","No","No","Probable","Feliz","No","No","Incierto","Feliz","Sí","No","Probable","Triste","No","Sí","","",16.67,100,2.2,3.32,3.18,3.97,3.75,3.23,4.26,2.55,2.88,5.49,3.16,3.76,4.53,2.2,3.86
6790,"India","Asia",1,74,"Baby Boomer",2,3995,"Sí","Sí","","","Sí","No","Probable","Triste","No","Sí","","","No","No","Cierto","Feliz","No","No","Probable","Feliz","No","Sí","","",33.33,100,2.33,3.02,3.15,3.75,4.52,4.22,4.7,2.76,2.48,4.55,3.49,3.61,3.7,4.36,4.39
6792,"Suecia","Europa",1,73,"Baby Boomer",1,68212,"Sí","Sí","","","No","Sí","","","Sí","No","Cierto","Feliz","No","No","Probable","Feliz","No","No","Probable","Triste","No","No","Cierto","Neutral",33.33,100,2.25,5,5.92,4.22,2.75,4.11,4.68,5.07,4.33,2.67,4.55,3.59,5.07,3.11,4.02
6795,"Suecia","Europa",1,67,"Baby Boomer",2,36858,"Sí","Sí","","","Sí","Sí","","","Sí","No","Probable","Neutral","No","No","Probable","Feliz","Sí","No","Probable","Neutral","Sí","Sí","","",83.33,100,2.33,4.05,5.53,3.59,3.84,3.38,4.98,5.35,4.77,3.7,3.53,3.3,4.26,7,4.37
6797,"Suecia","Europa",1,57,"Gen X",2,70384,"Sí","No","Probable","Triste","Sí","Sí","","","Sí","No","Incierto","Neutral","No","No","Cierto","Feliz","Sí","No","Probable","Neutral","No","No","Cierto","Triste",66.67,66.67,1.8,4.78,4.2,3.89,3.74,4.7,3.99,4.9,5.32,2.46,2.71,5.33,3.98,4.54,5.52
6800,"Suecia","Europa",1,27,"Gen Z",2,59540,"Sí","No","Incierto","Neutral","Sí","No","Improbable","Feliz","No","Sí","","","No","No","Incierto","Triste","No","No","Improbable","Feliz","No","Sí","","",33.33,0,2.25,2.93,3.82,4.66,3.22,3.44,4.59,2.68,3.87,5.41,4.26,2.75,2.97,3.82,4.44
6805,"India","Asia",1,40,"Millennial",1,3643,"No","No","Probable","Triste","No","No","Improbable","Neutral","No","Sí","","","No","No","Incierto","Neutral","No","No","Probable","Neutral","No","No","Probable","Feliz",0,NA,2,2.75,3.82,4.58,4.55,2.85,4.13,3.59,3.34,4.23,4.58,4.23,4.63,2.74,3.25
6808,"India","Asia",2,40,"Millennial",1,4941,"Sí","No","Probable","Triste","No","Sí","","","Sí","No","Cierto","Feliz","No","No","Probable","Feliz","No","No","Probable","Feliz","No","Sí","","",33.33,100,2.5,3.28,4.58,4.19,3.38,4.37,3.55,4.36,4.13,4.97,2.88,3.57,5.02,3.62,4.24
6809,"India","Asia",2,57,"Gen X",1,4230,"Sí","No","Probable","Neutral","Sí","No","Cierto","Neutral","Sí","No","Probable","Triste","No","No","Incierto","Triste","No","Sí","","","No","Sí","","",50,100,1.5,2.41,3.41,3.64,4.99,3.22,3.37,3.12,2.77,4.86,5.32,6.23,2.42,3.39,2.75
6812,"India","Asia",2,54,"Gen X",1,3448,"Sí","No","Improbable","Neutral","No","No","Cierto","Neutral","Sí","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Probable","Neutral","No","Sí","","",33.33,0,1.6,2.92,2.91,4.22,3.9,3.84,4.61,3.76,2.42,5.72,3.9,4.19,3.88,4.23,3.36
6815,"India","Asia",2,60,"Gen X",1,2667,"No","No","Probable","Neutral","No","Sí","","","No","Sí","","","No","No","Probable","Feliz","No","No","Improbable","Triste","No","Sí","","",0,NA,2,4.66,2.21,5.49,4.91,2.54,3.63,3.25,3.76,4.37,5.02,4.85,2.86,3.85,2.93
